Symbol,Name,Last Sale,Net Change,% Change, Market Cap ,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
ALRN,Aileron Therapeutics Inc. Common Stock,4.94,0.22,0.04661," $24,134,429.00 ",United States,2017,35026,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -82.19,-87.13,-1764%
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,0.2703,-0.0132,-0.04656,1567614,United States,2023,87426,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -4.50,-4.7703,-1765%
RPHM,Reneo Pharmaceuticals Inc. Common Stock,1.65,0.03,0.01852,54964449,United States,2021,176341,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -27.47,-29.12,-1765%
JFBR,Jeffs' Brands Ltd Ordinary Shares,1.5954,-0.1146,-0.06702,1896619,Israel,2022,6465,Consumer Discretionary,Other Specialty Stores,,0,$ -26.59,-28.1854,-1767%
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,0.9,-0.0301,-0.03236,101956222,China,2013,98913,Consumer Discretionary,Catalog/Specialty Distribution,,1,$ -15.00,-15.9,-1767%
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,0.9052,-0.0348,-0.03702,13984843,China,2020,4209,Real Estate,Other Consumer Services,,0,$ -15.12,-16.0252,-1770%
DRIO,DarioHealth Corp. Common Stock,2.03,-0.18,-0.08145,55245780,Israel,,258238,Health Care,Medical/Dental Instruments,,1,$ -34.06,-36.09,-1778%
BTCY,Biotricity Inc. Common Stock,1,0.0798,0.08672,9258957,United States,,1603886,Health Care,Medical/Dental Instruments,,0,$ -16.85,-17.85,-1785%
CBUS,Cibus Inc. Class A Common Stock,17.44,-0.28,-0.0158,372214665,United States,2017,44166,Industrials,Agricultural Chemicals,,0,$ -294.47,-311.91,-1788%
HCTI,Healthcare Triangle Inc. Common Stock,2.025,0.015,0.00746,8662083,United States,2021,35863,Technology,Retail: Computer Software & Peripheral Equipment,,0,$ -34.30,-36.325,-1794%
INSG,Inseego Corp. Common Stock,3.04,0.81,0.36323,36111990,United States,,541818,Telecommunications,Telecommunications Equipment,,1,$ -51.54,-54.58,-1795%
OLB,The OLB Group Inc. Common Stock,0.706,-0.0329,-0.04453,10825858,United States,,42671,Technology,EDP Services,,1,$ -11.98,-12.686,-1797%
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,0.367,0.0004,0.00109,17976243,United States,,1516694,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -6.24,-6.607,-1800%
GHSI,Guardion Health Sciences Inc. Common Stock,8.34,0.28,0.03474,10635485,United States,2019,34404,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -143.44,-151.78,-1820%
IDAI,T Stamp Inc. Class A Common Stock,1.08,-0.08,-0.06897,9874823,United States,,522792,Technology,Computer Software: Prepackaged Software,,0,$ -18.60,-19.68,-1822%
CDTX,Cidara Therapeutics Inc. Common Stock,0.7075,-0.0127,-0.01763,63981897,United States,2015,464825,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -12.19,-12.8975,-1823%
CARV,Carver Bancorp Inc. Common Stock,1.68,0,0,8375828,United States,,10487,Finance,Savings Institutions,,1,$ -29.02,-30.7,-1827%
NNVC,NanoViricides Inc. Common Stock,1.35,0.03,0.02273,15901650,United States,,30789,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -23.35,-24.7,-1830%
VLD,Velo3D Inc. Common Stock,0.2731,-0.0028,-0.01015,54836713,United States,2021,4051440,Industrials,Wholesale Distributors,,0,$ -4.73,-5.0031,-1832%
UCAR,U Power Limited Ordinary Shares,0.0732,0.0022,0.03099,3836900,China,2023,15815081,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,,0,$ -1.27,-1.3432,-1835%
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,1.48,0.02,0.0137,17955000,China,2011,21294,Industrials,Broadcasting,,1,$ -25.75,-27.23,-1840%
WNW,Meiwu Technology Company Limited Ordinary Shares,1.19,0,0,2072141,China,2020,103931,Consumer Discretionary,Catalog/Specialty Distribution,,0,$ -20.77,-21.96,-1845%
BIVI,BioVie Inc. Class A Common Stock,1.24,-0.01,-0.008,49440162,United States,,92489,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -21.76,-23,-1855%
VIRX,Viracta Therapeutics Inc. Common Stock,0.815,-0.075,-0.08427,31479011,United States,2005,190182,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -14.31,-15.125,-1856%
NMTC,NeuroOne Medical Technologies Corporation Common Stock,1.21,0.08,0.0708,31376420,United States,,221668,Health Care,Medical/Dental Instruments,,1,$ -21.25,-22.46,-1856%
SOBR,SOBR Safe Inc. Common Stock,0.6216,0.0156,0.02574,11527305,United States,,30956,Consumer Discretionary,Newspapers/Magazines,,1,$ -10.95,-11.5716,-1862%
FUBO,fuboTV Inc. Common Stock,2.07,0.03,0.01471,606107428,United States,2020,16614095,Industrials,Broadcasting,,0,$ -36.56,-38.63,-1866%
OST,Ostin Technology Group Co. Ltd. Ordinary Shares,0.5151,-0.0315,-0.05763,7214619,China,2022,28560,Technology,Industrial Machinery/Components,,0,$ -9.12,-9.6351,-1871%
CENN,Cenntro Inc. Common Stock,1.405,0.045,0.03309,42775099,New Zealand,,134470,Consumer Discretionary,Auto Manufacturing,,0,$ -24.93,-26.335,-1874%
SNSE,Sensei Biotherapeutics Inc. Common Stock,0.85,0.01,0.0119,21247039,United States,2021,188413,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -15.12,-15.97,-1879%
AHG,Akso Health Group ADS,1.36,-0.03,-0.02158," $437,448,706.00 ",China,2017,10586,Consumer Discretionary,Business Services,,0,$ -24.38,-25.74,-1893%
BFLY,Butterfly Network Inc. Class A Common Stock,1.19,-0.29,-0.19595,246476986,United States,2020,4518021,Health Care,Medical Electronics,,0,$ -21.56,-22.75,-1912%
DLA,Delta Apparel Inc. Common Stock,3.59,0,0,25313629,United States,2000,29222,Consumer Staples,Apparel,,1,$ -65.09,-68.68,-1913%
QUBT,Quantum Computing Inc. Common Stock,0.8305,-0.0128,-0.01518,62368265,United States,,1779637,Technology,Computer Manufacturing,,0,$ -15.06,-15.8905,-1913%
SLRN,ACELYRIN INC. Common Stock,8.45,-0.05,-0.00588,822518724,United States,2023,1404987,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -153.37,-161.82,-1915%
AKTS,Akoustis Technologies Inc. Common Stock,0.6218,0.0031,0.00501," $61,311,319.00 ",United States,,704267,Utilities,Telecommunications Equipment,,0,$ -11.31,-11.9318,-1919%
LODE,Comstock Inc. Common Stock,0.4253,-0.0217,-0.04855,49258663,United States,,1097050,Finance,Real Estate,,1,$ -7.81,-8.2353,-1936%
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,0.5587,0.0019,0.00341,1687274,China,2021,56849,Finance,Specialty Insurers,,0,$ -10.27,-10.8287,-1938%
AFMD,Affimed N.V.,0.602,0.012,0.02034," $89,902,280.00 ",Germany,2014,1225396,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -11.11,-11.712,-1946%
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,0.5799,0.0348,0.06384,19779250,United States,2020,1816552,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -10.73,-11.3099,-1950%
LILM,Lilium NV Class A Ordinary Shares,0.9589,-0.004,-0.00415,359271063,Germany,,2030625,Industrials,Aerospace,,0,$ -17.75,-18.7089,-1951%
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,1.57,0.04,0.02614,22812100,Ireland,,396141,Utilities,Natural Gas Distribution,,0,$ -29.09,-30.66,-1953%
IMAB,I-MAB American Depositary Shares,1.78,-0.07,-0.03784,147724459,China,2020,205552,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -33.09,-34.87,-1959%
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,11.91,-0.54,-0.04337,1431343800,,2021,4592136,Consumer Discretionary,Marine Transportation,,0,$ -221.61,-233.52,-1961%
TSE,Trinseo PLC Ordinary Shares ,4.5,0.21,0.04895,158686025,United States,2014,248897,Industrials,Major Chemicals,,1,$ -84.59,-89.09,-1980%
GIPR,Generation Income Properties Inc. Common Stock,3.15,0.06,0.01942,8251447,United States,,61545,Real Estate,Real Estate Investment Trusts,,0,$ -59.34,-62.49,-1984%
KTTA,Pasithea Therapeutics Corp. Common Stock,8,0.4,0.05263,8334648,United States,2021,4472,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -150.72,-158.72,-1984%
DLPN,Dolphin Entertainment Inc. Common Stock,1.33,-0.04,-0.0292,24127988,United States,,58868,Consumer Discretionary,Other Consumer Services,,1,$ -25.13,-26.46,-1989%
NSPR,InspireMD Inc. Common Stock,2.75,-0.02,-0.00722,59261507,Israel,,5932,Health Care,Medical/Dental Instruments,,0,$ -52.30,-55.05,-2002%
OCG,Oriental Culture Holding LTD Ordinary Shares,1.91,0.02,0.01058,8108710,China,2020,8657,Consumer Discretionary,Other Consumer Services,,0,$ -36.41,-38.32,-2006%
FGEN,FibroGen Inc Common Stock,1.71,-0.275,-0.13854,168898832,United States,2014,2187337,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -32.66,-34.37,-2010%
BOLT,Bolt Biotherapeutics Inc. Common Stock,1.14,-0.05,-0.04202,43281092,United States,2021,166039,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -21.81,-22.95,-2013%
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,21.37,-0.29,-0.01339," $4,641,977,061.00 ",,2016,12819,Consumer Discretionary,Engineering & Construction,,3,$ -409.69,-431.06,-2017%
VTVT,vTv Therapeutics Inc. Class A Common Stock,17.55,0.9,0.05405,45883369,United States,2015,307030,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -337.50,-355.05,-2023%
BLRX,BioLineRx Ltd. American Depositary Shares,1.33,0.01,0.00758,81835693,Israel,,257607,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -25.81,-27.14,-2041%
TSVT,2seventy bio Inc. Common Stock ,5.2,-0.24,-0.04412,263247951,United States,,487184,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -101.53,-106.73,-2053%
VIVK,Vivakor Inc. Common Stock,0.8621,-0.0029,-0.00335,22604700,United States,,70643,Energy,Oilfield Services/Equipment,,0,$ -16.88,-17.7421,-2058%
EDSA,Edesa Biotech Inc. Common Shares,4.618,-0.342,-0.06895,14647188,United States,,41386,Health Care,Pharmaceuticals and Biotechnology,,1,$ -90.50,-95.118,-2060%
RNAC,Cartesian Therapeutics Inc. Common Stock,0.7315,0.0115,0.01597,118450201,United States,2016,526417,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -14.38,-15.1115,-2066%
RCAT,Red Cat Holdings Inc. Common Stock,0.7313,-0.0087,-0.01176,54235150,United States,,160499,Industrials,Wholesale Distributors,,0,$ -14.38,-15.1113,-2066%
HYFM,Hydrofarm Holdings Group Inc. Common Stock,0.9029,0.0429,0.04988,41316320,United States,2020,230534,Industrials,Industrial Machinery/Components,,0,$ -17.77,-18.6729,-2068%
ONFO,Onfolio Holdings Inc. Common Stock,0.48,-0.0111,-0.0226,2452894,United States,2022,38129,Technology,Computer Software: Programming Data Processing,,0,$ -9.46,-9.94,-2071%
SNCE,Science 37 Holdings Inc. Common Stock,5.73,-0.01,-0.00174,34207298,United States,2020,49649,Technology,Computer Software: Prepackaged Software,,0,$ -114.02,-119.75,-2090%
CUTR,Cutera Inc. Common Stock,2.24,0.27,0.13706,44674280,United States,2004,1364535,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,1,$ -44.66,-46.9,-2094%
REBN,Reborn Coffee Inc. Common Stock,1.53,0.01,0.00658,4130324,United States,2022,364730,Consumer Discretionary,Restaurants,,0,$ -30.52,-32.05,-2095%
XOS,Xos Inc. Common Stock,9.08,0.43,0.04971,53839224,United States,2020,22405,Consumer Discretionary,Construction/Ag Equipment/Trucks,,0,$ -181.19,-190.27,-2095%
ATER,Aterian Inc. Common Stock,0.4551,0.0651,0.16692," $41,056,056.00 ",United States,2019,2542891,,,,0,$ -9.12,-9.5751,-2104%
EKSO,Ekso Bionics Holdings Inc. Common Stock,1.9,-0.07,-0.03553,27046154,United States,,39730,Industrials,Industrial Machinery/Components,,0,$ -38.16,-40.06,-2108%
BZFD,BuzzFeed Inc. Class A Common Stock,0.343,-0.0038,-0.01096,49702086,United States,2021,1479107,Consumer Discretionary,Movies/Entertainment,,0,$ -6.92,-7.263,-2117%
DRRX,DURECT Corporation Common Stock,1,0.02,0.02041,29828891,United States,2000,111248,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -20.20,-21.2,-2120%
WAVD,WaveDancer Inc. Common Stock,2.12,0.18,0.09278,4267942,United States,,24864,Technology,Computer Software: Prepackaged Software,,1,$ -43.16,-45.28,-2136%
EMKR,EMCORE Corporation Common Stock,0.4222,0.0022,0.00524,32644622,United States,1997,252925,Technology,Semiconductors,,1,$ -8.66,-9.0822,-2151%
AAMC,Altisource Asset Management Corp Com,4.01,-0.21,-0.04976," $11,084,177.00 ",United States,,3994,Finance,Real Estate,,0,$ -82.96,-86.97,-2169%
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,7.59,0.02,0.00264,0,United States,2002,23028,Finance,Trusts Except Educational Religious and Charitable,,0,$ -157.33,-164.92,-2173%
TRIB,Trinity Biotech plc American Depositary Shares,2.18,-0.02,-0.00909,16658501,Ireland,1992,16363,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,1,$ -45.32,-47.5,-2179%
CNET,ZW Data Action Technologies Inc. Common Stock,0.97,0.012,0.01253,6988371,China,,22627,Technology,Computer Software: Programming Data Processing,,1,$ -20.20,-21.17,-2182%
RZLT,Rezolute Inc. Common Stock (NV),1.65,0.03,0.01852,65381697,United States,,2528031,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -34.38,-36.03,-2184%
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,0.3868,0.0018,0.00468,12543924,Switzerland,2021,34633,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -8.07,-8.4568,-2186%
CLNN,Clene Inc. Common Stock,0.4024,-0.0316,-0.07281,51674439,United States,,1737466,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -8.41,-8.8124,-2190%
IOBT,IO Biotech Inc. Common Stock,1.6,0.07,0.04575,105409462,Denmark,2021,143636,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -33.47,-35.07,-2192%
YS,YS Biopharma Co. Ltd. Ordinary Shares,0.38,-0.005,-0.01299,35362116,China,,74744,Finance,Blank Checks,,0,$ -7.96,-8.34,-2195%
FBRX,Forte Biosciences Inc. Common Stock,0.6828,-0.0372,-0.05167,24809610,United States,2017,25046,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -14.31,-14.9928,-2196%
BCTX,BriaCell Therapeutics Corp. Common Shares,3.46,0.06,0.01765,55296772,Canada,,76639,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -72.60,-76.06,-2198%
NERV,Minerva Neurosciences Inc Common Stock,2.67,-0.16,-0.05654,18672394,United States,2014,239769,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -56.32,-58.99,-2209%
EBS,Emergent Biosolutions Inc. Common Stock,3.23,0.03,0.00938,167586606,United States,2006,1795449,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -68.32,-71.55,-2215%
LGVN,Longeveron Inc. Class A Common Stock,0.534,-0.0104,-0.0191,13421874,United States,2021,117866,Health Care, Medicinal Chemicals and Botanical Products ,,0,$ -11.31,-11.844,-2218%
IKT,Inhibikase Therapeutics Inc. Common Stock,2.16,-0.06,-0.02703,13336445,United States,2020,62915,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -46.05,-48.21,-2232%
HPCO,Hempacco Co. Inc. Common Stock,0.249,-0.007,-0.02734,7257239,United States,2022,159445,Health Care, Medicinal Chemicals and Botanical Products ,,0,$ -5.31,-5.559,-2233%
VTGN,VistaGen Therapeutics Inc. Common Stock,5.11,-0.1,-0.01919,138098818,United States,,157312,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -109.69,-114.8,-2247%
ASMB,Assembly Biosciences Inc. Common Stock,12.79,0.05,0.00392," $70,124,795.00 ",United States,2010,23726,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -274.69,-287.48,-2248%
PHUN,Phunware Inc. Common Stock,7.04,-1.18,-0.14355,55413769,Greece,2016,996401,Technology,EDP Services,,0,$ -151.30,-158.34,-2249%
DCTH,Delcath Systems Inc. Common Stock,4.17,0.01,0.0024,91932241,United States,,64244,Health Care,Medical/Dental Instruments,,0,$ -90.31,-94.48,-2266%
CELZ,Creative Medical Technology Holdings Inc. Common Stock,4.16,-0.23,-0.05239,5749644,United States,,9625,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -90.25,-94.41,-2269%
MTEM,Molecular Templates Inc. Common Stock,3.85,0.01,0.0026,20690932,United States,2005,11883,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -84.02,-87.87,-2282%
LUCY,Innovative Eyewear Inc. Common Stock,0.3802,0.0001,0.00026,4911134,United States,2022,42512,Health Care,Ophthalmic Goods,,0,$ -8.31,-8.6902,-2286%
ALGS,Aligos Therapeutics Inc. Common Stock,0.99,0.03,0.03125," $74,182,530.00 ",United States,2020,252560,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -21.70,-22.69,-2292%
JTAI,Jet.AI Inc. Common Stock,0.9901,-0.0599,-0.05705,8926161,Cayman Islands,2021,703717,Finance,Blank Checks,,0,$ -21.81,-22.8001,-2303%
BFI,BurgerFi International Inc. Common Stock ,0.618,0.015,0.02488,16580391,Mexico,2018,105457,Consumer Discretionary,Restaurants,,0,$ -13.62,-14.238,-2304%
TCTM,TCTM Kids IT Education Inc. American Depositary Shares,1.754,0.214,0.13896,18863902,China,2014,161507,Real Estate,Other Consumer Services,,1,$ -38.78,-40.534,-2311%
CNVS,Cineverse Corp. Class A Common Stock,1.32,0.02,0.01538,17592907,United States,,167271,Consumer Discretionary,Consumer Electronics/Video Chains,,1,$ -29.19,-30.51,-2311%
VERU,Veru Inc. Common Stock,0.6051,-0.0114,-0.01849,88575256,United States,,1140346,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -13.39,-13.9951,-2313%
BNOX,Bionomics Limited American Depository Shares,1.24,-0.005,-0.00402,10241955,United States,2021,108384,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -27.47,-28.71,-2315%
XBIO,Xenetic Biosciences Inc. Common Stock,4.1415,0.2415,0.06192,6380743,United States,,7925,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -91.88,-96.0215,-2319%
WKHS,Workhorse Group Inc. Common Stock,0.3346,-0.0004,-0.00119,87304979,United States,,6302123,Consumer Discretionary,Auto Manufacturing,,1,$ -7.50,-7.8346,-2341%
CASA,Casa Systems Inc. Common Stock,0.4,0.034,0.0929,39643599,United States,2017,533182,Technology,Radio And Television Broadcasting And Communications Equipment,,0,$ -9.00,-9.4,-2350%
LSF,Laird Superfood Inc. Common Stock,0.8,0.0125,0.01587,7479556,,2020,16296,Consumer Staples,Packaged Foods,,0,$ -18.00,-18.8,-2350%
AIMD,Ainos Inc. Common Stock,1.02,0.1392,0.15804," $4,771,456.00 ",United States,,430159,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -23.08,-24.1,-2363%
FOSL,Fossil Group Inc. Common Stock,1.06,0.01,0.00952,55626190,United States,1993,260097,Consumer Discretionary,Consumer Specialties,,1,$ -24.00,-25.06,-2364%
VWE,Vintage Wine Estates Inc. Common Stock,0.4736,0.0228,0.05058,28239074,United States,,103427,Consumer Staples,Beverages (Production/Distribution),,0,$ -10.73,-11.2036,-2366%
KRON,Kronos Bio Inc. Common Stock,1.04,-0.19,-0.15447,60649181,United States,2020,1372849,Health Care, Medicinal Chemicals and Botanical Products ,,0,$ -24.00,-25.04,-2408%
FLJ,FLJ Group Limited American Depositary Shares,0.7401,0.0098,0.01342,3500540,China,2019,128959,Finance,Real Estate,,0,$ -17.09,-17.8301,-2409%
VJET,voxeljet AG American Depositary Shares,1.11,0.05,0.04717,10139544,Germany,,11142,Industrials,Industrial Machinery/Components,,1,$ -25.70,-26.81,-2415%
CLRB,Cellectar Biosciences Inc.  Common Stock,3.92,-0.02,-0.00508,119372005,United States,,404889,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -90.94,-94.86,-2420%
JFU,9F Inc. American Depositary Shares,3.09,0.09,0.03,36379599,China,2019,2341,Finance,Finance: Consumer Services,,0,$ -72.19,-75.28,-2436%
LPTX,Leap Therapeutics Inc. Common Stock,2.79,-0.06,-0.02105,71327505,United States,,287845,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -66.13,-68.92,-2470%
FSR,Fisker Inc. Class A Common Stock,0.7282,-0.0048,-0.00655,389711017,United States,2018,78840546,,,,0,$ -17.31,-18.0382,-2477%
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),2.14,0.0599,0.0288,8717050,Israel,,7685,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -50.93,-53.07,-2480%
KWE,KWESST Micro Systems Inc. Common Stock,1.09,0.03,0.0283,6122292,Canada,,33888,,,,0,$ -25.97,-27.06,-2483%
DTSS,Datasea Inc. Common Stock,7.4,-0.23,-0.03014,18783316,China,,165783,Technology,Computer Software: Prepackaged Software,,0,$ -176.80,-184.2,-2489%
CTHR,Charles & Colvard Ltd Common Stock,0.362,-0.0556,-0.13314,10984874,United States,1997,114531,Consumer Discretionary,Consumer Specialties,,1,$ -8.66,-9.022,-2492%
KAVL,Kaival Brands Innovations Group Inc. Common Stock,1.89,0.04,0.02162,5379573,United States,,61157,Health Care, Medicinal Chemicals and Botanical Products ,,0,$ -45.24,-47.13,-2494%
CELU,Celularity Inc. Class A Common Stock,3.58,-0.334,-0.08533,59080339,United States,2019,327232,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -85.86,-89.44,-2498%
TPET,Trio Petroleum Corp. Common Stock,0.0961,-0.0069,-0.06699,3065426,,2023,703817,Energy,Oil & Gas Production,,0,$ -2.31,-2.4061,-2504%
SGMA,SigmaTron International Inc. Common Stock,3.585,0.015,0.0042,21848022,United States,1994,5993,Technology,Electrical Products,,1,$ -86.25,-89.835,-2506%
NXL,Nexalin Technology Inc. Common Stock,0.3102,-0.0023,-0.00736,2306822,United States,2022,5448,Health Care,Medical Specialities,,0,$ -7.55,-7.8602,-2534%
CREV,Carbon Revolution Public Limited Ordinary Shares,9.97,0.37,0.03854,18695584,Ireland,,5743,,,,0,$ -244.08,-254.05,-2548%
ATHE,Alterity Therapeutics Limited American Depositary Shares,1.87,-0.035,-0.01837," $7,604,348.00 ",Australia,,31784,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -46.80,-48.67,-2603%
BODY,The Beachbody Company Inc. Class A Common Stock,8.31,-0.06,-0.00717,51975743,United States,2021,10744,Industrials,Industrial Machinery/Components,,0,$ -208.54,-216.85,-2610%
ENG,ENGlobal Corporation Common Stock,2.23,0.0887,0.04142,11428456,United States,,30806,Consumer Discretionary,Military/Government/Technical,,1,$ -56.32,-58.55,-2626%
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,1.09,0.06,0.05825,11734924,Israel,,144032,Technology,Computer Software: Prepackaged Software,,0,$ -27.64,-28.73,-2636%
MRKR,Marker Therapeutics Inc. Common Stock,3.63,-0.02,-0.00548,32267143,United States,,32652,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -92.19,-95.82,-2640%
MESA,Mesa Air Group Inc. Common Stock,0.8937,-0.0063,-0.007,36588369,United States,2018,295408,Consumer Discretionary,Air Freight/Delivery Services,,1,$ -22.73,-23.6237,-2643%
XFOR,X4 Pharmaceuticals Inc. Common Stock,0.9706,0.0407,0.04377,162372847,United States,2017,1598396,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -24.69,-25.6606,-2644%
DARE,Dare Bioscience Inc. Common Stock,0.574,0.0702,0.13934,56574785,United States,2014,853119,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -14.69,-15.264,-2659%
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),0.656,0.096,0.17143,39065333,United States,2021,597727,Technology,Electronic Components,,0,$ -16.96,-17.616,-2685%
LPCN,Lipocine Inc. Common Stock,3.81,-0.07,-0.01804,20253312,United States,,10996,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -98.72,-102.53,-2691%
OMIC,Singular Genomics Systems Inc. Common Stock,0.57,-0.0168,-0.02863,41829171,United States,2021,258464,Health Care,Medical/Dental Instruments,,0,$ -14.77,-15.34,-2691%
BNTC,Benitec Biopharma Inc. Common Stock,4.85,0.35,0.07778,12573305,United States,2015,23591,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -126.25,-131.1,-2703%
PTIX,Protagenic Therapeutics Inc. Common Stock,1.05,0.081,0.08359,4656889,United States,,8237,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -27.38,-28.43,-2708%
JWEL,Jowell Global Ltd. Ordinary Shares,1.96,-0.09,-0.0439,4180259,China,2021,5596,Consumer Discretionary,Other Consumer Services,,0,$ -51.12,-53.08,-2708%
BTAI,BioXcel Therapeutics Inc. Common Stock,3.18,-0.09,-0.02752,93087094,United States,2018,509584,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -83.09,-86.27,-2713%
DXYN,Dixie Group Inc. (The) Common Stock,0.5339,-0.0425,-0.07373,8300630,United States,,76602,Consumer Discretionary,Home Furnishings,,1,$ -13.96,-14.4939,-2715%
SHPW,Shapeways Holdings Inc. Common Stock,1.99,0.27,0.15698,13030267,United States,,21153,Consumer Discretionary,Miscellaneous manufacturing industries,,0,$ -52.05,-54.04,-2716%
ALVR,AlloVir Inc. Common Stock,0.7366,0.0226,0.03165," $84,019,053.00 ",United States,2020,398037,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -19.39,-20.1266,-2732%
STRC,Sarcos Technology and Robotics Corporation Common Stock,1.41,-0.44,-0.23784,36519000,United States,,1821220,Industrials,Wholesale Distributors,,0,$ -37.16,-38.57,-2735%
CISO,CISO Global Inc. Common Stock,0.1138,-0.0072,-0.0595,20504083,United States,,897240,Technology,Computer Software: Prepackaged Software,,0,$ -3.00,-3.1138,-2736%
MGRX,Mangoceuticals Inc. Common Stock,0.2273,-0.0034,-0.01474,3873078,United States,2023,194820,Technology,Computer Software: Prepackaged Software,,0,$ -6.00,-6.2273,-2740%
SHFS,SHF Holdings Inc. Class A Common Stock,0.899,-0.051,-0.05368,41887392,United States,2021,66188,Finance,Finance: Consumer Services,,0,$ -23.77,-24.669,-2744%
CNEY,CN Energy Group Inc. Class A Ordinary Shares,1.35,-0.07,-0.0493,3221807,China,2021,97503,Industrials,Major Chemicals,,0,$ -36.01,-37.36,-2767%
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,0.9522,-0.0418,-0.04205,150508985,United States,,3541188,Miscellaneous,Industrial Machinery/Components,,0,$ -25.59,-26.5422,-2787%
WGS,GeneDx Holdings Corp. Class A Common Stock,8.15,0.4,0.05161,212336441,United States,2020,89039,Technology,Retail: Computer Software & Peripheral Equipment,,0,$ -219.38,-227.53,-2792%
BNRG,Brenmiller Energy Ltd Ordinary Shares,3.565,0.165,0.04853,7668422,Israel,,2194,,,,0,$ -96.13,-99.695,-2796%
