Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
PRPH,ProPhase Labs Inc. Common Stock (DE),$0.369,-0.0116,-3.048%,8809517,United States,,413011,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -17.77,-18.139,-4915.72%
OMEX,Odyssey Marine Exploration Inc. Common Stock,$0.3882,-0.0087,-2.192%,8435730,United States,,85568,Consumer Discretionary,Marine Transportation,,1,$ -18.80,-19.1882,-4942.86%
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,$0.96,0,0.00%,38619318,United Kingdom,2021,3308,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -46.56,-47.52,-4950.00%
SABS,SAB Biotherapeutics Inc. Common Stock,$1.52,-0.04,-2.564%,14028496,United States,2021,163430,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -74.21,-75.73,-4982.24%
INBS,Intelligent Bio Solutions Inc. Common Stock,$2.18,-0.04,-1.802%,11507865,United States,2020,86495,Health Care,Medical/Dental Instruments,,0,$ -107.50,-109.68,-5031.19%
ELEV,Elevation Oncology Inc. Common stock,$0.4941,0.0236,5.016%,29258524,United States,2021,591722,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -24.69,-25.1841,-5096.96%
ONVO,Organovo Holdings Inc. Common Stock,$0.4285,0.0185,4.512%,7479242,United States,,632208,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -21.57,-21.9985,-5133.84%
RTC,Baijiayun Group Ltd. Class A Ordinary Shares,$0.3302,-0.0213,-6.06%,6807620,China,2006,688552,Technology,Computer Software: Prepackaged Software,,1,$ -16.73,-17.0602,-5166.63%
GURE,Gulf Resources Inc. (NV) Common Stock,$0.73,0.01,1.389%,7830655,China,,4569,Industrials,Major Chemicals,,1,$ -37.39,-38.12,-5221.92%
RAPT,RAPT Therapeutics Inc. Common Stock,$1.14,0.07,6.542%,150487784,United States,2019,669643,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -58.41,-59.55,-5223.68%
BCDA,BioCardia Inc. Common Stock,$2.57,0.03,1.181%,11781612,United States,,11584,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -131.88,-134.45,-5231.52%
AYTU,Aytu BioPharma Inc.  Common Stock,$1.26,0,0.00%,7774008,United States,,38569,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -65.00,-66.26,-5258.73%
MNY,MoneyHero Limited Class A Ordinary Shares,$0.79,-0.04,-4.819%,30443049,Singapore,,24944,Consumer Discretionary,Business Services,,0,$ -41.08,-41.87,-5300.00%
RNTX,Rein Therapeutics Inc. Common Stock,$1.91,-0.07,-3.535%,41381947,United States,2017,15659,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -99.69,-101.6,-5319.37%
ADXN,Addex Therapeutics Ltd American Depositary Shares,$6.77,-0.58,-7.891%,7063107,Switzerland,,8432,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -354.92,-361.69,-5342.54%
ALBT,Avalon GloboCare Corp. Common Stock,$4.64,-0.85,-15.483%,5077185,United States,,72835,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -247.78,-252.42,-5440.09%
STI,Solidion Technology Inc. Common Stock,$0.1261,-0.0036,-2.776%,15542442,United States,2022,7968365,Miscellaneous,Industrial Machinery/Components,,0,$ -6.81,-6.9361,-5500.48%
LFWD,Lifeward Ltd. Ordinary Shares,$1.45,0.14,10.687%,15413907,Israel,2014,159054,Health Care,Industrial Specialties,,1,$ -78.75,-80.2,-5531.03%
KALA,KALA BIO Inc. Common Stock,$6.9047,0.1247,1.839%,31831627,United States,2017,6218,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -382.19,-389.0947,-5635.22%
RDGT,Ridgetech Inc. Ordinary Shares,$0.95,0.15,18.75%,6321373,China,,254784,Consumer Staples,Retail-Drug Stores and Proprietary Stores,,1,$ -52.77,-53.72,-5654.74%
IMNN,Imunon Inc. Common Stock,$0.90,0.01,1.124%,13158659,United States,,45737,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -50.31,-51.21,-5690.00%
ENFY,Enlightify Inc. Common Stock,$1.09,-0.02,-1.802%,15747838,China,,5450,Industrials,Agricultural Chemicals,,1,$ -61.88,-62.97,-5777.06%
BAC.L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,$1221.00,-6.33,-0.516%,,United States,,6520,,,-69420,-69420,-69420,-70641,-5785.50%
MRIN,Marin Software Incorporated Common Stock,$1.40,-0.07,-4.762%,4400829,United States,,12406,Technology,EDP Services,,1,$ -80.31,-81.71,-5836.43%
SOGP,Sound Group Inc. American Depositary Shares,$2.29,0.09,4.091%,11279338,China,2020,110590,Technology,Computer Software: Programming Data Processing,,0,$ -132.19,-134.48,-5872.49%
YQ,17 Education & Technology Group Inc. American Depositary Shares,$2.0115,0.0615,3.154%,15583288,China,2020,2412,Real Estate,Other Consumer Services,,0,$ -116.88,-118.8915,-5910.59%
WFC.L,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,$1188.00,-2,-0.168%,,United States,,6613,,,-69420,-69420,-69420,-70608,-5943.43%
STEM,Stem Inc. Class A Common Stock,$0.4092,0.009,2.249%,67170067,United States,1992,3375051,Miscellaneous,Industrial Machinery/Components,,0,$ -24.24,-24.6492,-6023.75%
PIII,P3 Health Partners Inc. Class A Common Stock,$0.1836,0.001,0.548%,65879404,United States,2021,329703,Health Care,Medical/Nursing Services,,0,$ -10.96,-11.1436,-6069.50%
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),$1.10,-0.08,-6.78%,7715661,United States,2021,66792,Miscellaneous,Industrial Machinery/Components,,0,$ -65.90,-67,-6090.91%
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),$0.1899,0.0001,0.053%,405476434,Sweden,,116956,Consumer Discretionary,Auto Manufacturing,,0,$ -11.38,-11.5699,-6092.63%
TUSK,Mammoth Energy Services Inc. Common Stock,$2.09,0.085,4.239%,100586201,United States,2016,67108,Energy,Oilfield Services/Equipment,,1,$ -127.41,-129.5,-6196.17%
SPCE,Virgin Galactic Holdings Inc. Common Stock,$3.02,0.07,2.373%,107295617,United States,2017,1941802,Consumer Discretionary,Transportation Services,,0,$ -185.11,-188.13,-6229.47%
SNPX,Synaptogenix Inc. Common Stock,$2.91,0.1,3.559%,3944834,United States,,4188,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -180.63,-183.54,-6307.22%
ALMS,Alumis Inc. Common Stock,$4.79,-0.06,-1.237%,260611096,United States,2024,155148,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -297.52,-302.31,-6311.27%
CTHR,Charles & Colvard Ltd Common Stock,$1.09,-0.0562,-4.903%,3307601,United States,1997,6391,Consumer Discretionary,Consumer Specialties,,1,$ -68.09,-69.18,-6346.79%
COSM,Cosmos Health Inc. Common Stock,$0.483,0.0115,2.439%,11276142,United States,,112744,Health Care,Other Pharmaceuticals,,0,$ -30.71,-31.193,-6458.18%
SAIH,SAIHEAT Limited Class A Ordinary Shares,$0.4801,0.0281,6.217%,6919825,Singapore,2021,38964,Technology,EDP Services,,0,$ -30.58,-31.0601,-6469.51%
BCAB,BioAtla Inc. Common Stock,$0.3073,-0.0027,-0.871%,14856595,United States,2020,380077,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -19.62,-19.9273,-6484.64%
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,$0.8898,0.0507,6.042%,4127150,China,2020,19091,Consumer Discretionary,Transportation Services,,0,$ -57.13,-58.0198,-6520.54%
AQMS,Aqua Metals Inc. Common Stock,$1.79,0.01,0.562%,12765897,United States,2015,92700,Industrials,Metal Fabrications,,0,$ -115.00,-116.79,-6524.58%
ANY,Sphere 3D Corp. Common Shares,$0.5527,0.0067,1.227%,11738377,Canada,,144050,Finance,Finance: Consumer Services,,1,$ -35.63,-36.1827,-6546.54%
FEAM,5E Advanced Materials Inc. Common Stock,$3.13,-0.48,-13.296%,9394773,United States,,9869,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,0,$ -203.11,-206.24,-6589.14%
OP,OceanPal Inc. Common Stock,$0.99,0.0496,5.274%,7374115,Greece,,8819,Consumer Discretionary,Marine Transportation,,0,$ -65.03,-66.02,-6668.69%
XFOR,X4 Pharmaceuticals Inc. Common Stock,$0.3185,0.0142,4.666%,54319050,United States,2017,1892448,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -20.94,-21.2585,-6674.57%
NIXX,Nixxy Inc. Common Stock,$1.82,0.13,7.692%,23715803,United States,,404503,Technology,EDP Services,,0,$ -119.69,-121.51,-6676.37%
TTNP,Titan Pharmaceuticals Inc. Common Stock,$3.33,0.05,1.524%,3044399,United States,,24127,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -219.06,-222.39,-6678.38%
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,$1.43,0.16,12.598%,8431756,United States,,23536416,Health Care,Medical/Dental Instruments,,1,$ -95.00,-96.43,-6743.36%
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,$1.63,-0.07,-4.118%,1910279,Switzerland,2021,25272,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -108.73,-110.36,-6770.55%
SPRC,SciSparc Ltd. Ordinary Shares,$0.36,-0.04,-10.00%,3898170,Israel,,2926900,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -24.12,-24.48,-6800.00%
LOCL,Local Bounti Corporation Common Stock,$2.26,-0.05,-2.165%,19561812,,2021,17505,Consumer Staples,Farming/Seeds/Milling,,0,$ -153.37,-155.63,-6886.28%
AIMD,Ainos Inc. Common Stock,$0.4695,0.0093,2.021%,7245914,United States,,232112,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -32.31,-32.7795,-6981.79%
LYRA,Lyra Therapeutics Inc. Common Stock,$0.1807,-0.002,-1.095%,11828197,United States,2020,591479,Health Care,Medical/Dental Instruments,,0,$ -12.46,-12.6407,-6995.41%
HUBC,Hub Cyber Security Ltd. Ordinary Shares,$0.4662,-0.0466,-9.087%,14200329,Israel,,1416244,Telecommunications,Computer Communications Equipment,,0,$ -32.43,-32.8962,-7056.24%
ME,23andMe Holding Co. Class A Common Stock,$1.56,0.05,3.311%,41849945,United States,,261974,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -108.83,-110.39,-7076.28%
SBET,SharpLink Gaming Inc. Common Stock,$0.3652,-0.0136,-3.59%,1309370,Israel,,186233,Technology,Computer Software: Prepackaged Software,,0,$ -25.62,-25.9852,-7115.33%
UPXI,Upexi Inc. Common Stock,$2.73,0.12,4.598%,3606123,United States,2021,7769,Health Care, Medicinal Chemicals and Botanical Products ,,0,$ -192.84,-195.57,-7163.74%
BIAF,bioAffinity Technologies Inc. Common Stock,$0.3545,-0.0065,-1.801%,5524753,United States,2022,37817,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,0,$ -25.31,-25.6645,-7239.63%
FBIO,Fortress Biotech Inc. Common Stock,$1.73,-0.01,-0.575%,47756536,United States,,584849,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -125.67,-127.4,-7364.16%
LRHC,La Rosa Holdings Corp. Common Stock,$0.1969,0.0092,4.901%,3977555,United States,2023,248753,Finance,Real Estate,,0,$ -14.43,-14.6269,-7428.59%
IDAI,T Stamp Inc. Class A Common Stock,$2.07,-0.04,-1.896%,3481765,United States,,48541,Technology,Computer Software: Prepackaged Software,,0,$ -155.22,-157.29,-7598.55%
LPTX,Leap Therapeutics Inc. Common Stock,$0.416,-0.0041,-0.976%,15940245,United States,,334942,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -31.30,-31.716,-7624.04%
AFMD,Affimed N.V.,$0.907,-0.018,-1.946%,13811309,Germany,2014,132204,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -68.98,-69.887,-7705.29%
XYLO,Xylo Technologies Ltd. American Depositary Shares,$5.2793,0.4193,8.628%,3751022,Israel,,55919,Health Care,Medical/Dental Instruments,,1,$ -409.38,-414.6593,-7854.44%
TOPS,TOP Ships Inc. Common Stock,$6.005,-0.01,-0.166%,27780313,Greece,,7578,Consumer Discretionary,Marine Transportation,,0,$ -466.60,-472.605,-7870.19%
NAYA,NAYA Biosciences Inc. Common Stock,$0.31,0.009,2.99%,1530076,United States,,41176,Health Care,Medical/Dental Instruments,,1,$ -24.12,-24.43,-7880.65%
ALLK,Allakos Inc. Common Stock,$0.2556,0.0056,2.24%,22836233,United States,2018,947386,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -19.97,-20.2256,-7912.99%
BATL,Battalion Oil Corporation Common Stock,$1.313,-0.067,-4.855%,21607467,United States,,35728,Energy,Oil & Gas Production,,1,$ -102.98,-104.293,-7943.11%
NCPL,Netcapital Inc. Common Stock,$1.82,-0.04,-2.151%,3351230,United States,,104362,Finance,Finance: Consumer Services,,0,$ -144.37,-146.19,-8032.42%
USB.A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,$875.00,-12.059,-1.359%,,United States,,489,,,-69420,-69420,-69420,-70295,-8033.71%
NOVA,Sunnova Energy International Inc. Common Stock,$0.4251,-0.084,-16.50%,53172341,United States,2019,28056463,Utilities,Power Generation,,0,$ -34.16,-34.5851,-8135.76%
PNBK,Patriot National Bancorp Inc. Common Stock,$1.06,0.01,0.952%,4214637,United States,,17832,Finance,Major Banks,,1,$ -85.40,-86.46,-8156.60%
HOLO,MicroCloud Hologram Inc. Ordinary Shares,$1.03,0.0784,8.239%,21160525,United States,2021,9898704,Technology,Computer Software: Programming Data Processing,,0,$ -83.21,-84.24,-8178.64%
DDC,DDC Enterprise Limited Class A Ordinary Shares,$0.2242,-0.0048,-2.096%,17852005,,2023,204737,Consumer Staples,Packaged Foods,,0,$ -18.23,-18.4542,-8231.13%
CHEK,Check-Cap Ltd. Ordinary Share,$0.7451,-0.0254,-3.297%,4359409,Israel,2015,32048,Health Care,Medical Electronics,,0,$ -61.56,-62.3051,-8361.98%
OTRK,Ontrak Inc. Common Stock,$1.43,0.02,1.418%,6031520,United States,,7336,Health Care,Misc Health and Biotechnology Services,,1,$ -118.65,-120.08,-8397.20%
ADN,Advent Technologies Holdings Inc. Class A Common Stock,$4.50,0.76,20.321%,11864286,United States,2018,67686,Miscellaneous,Industrial Machinery/Components,,0,$ -373.68,-378.18,-8404.00%
GAME,GameSquare Holdings Inc. Common Stock,$0.703,0.08,12.841%,21344874,United States,,453174,Consumer Discretionary,Services-Misc. Amusement & Recreation,,1,$ -58.75,-59.453,-8457.04%
HOOK,HOOKIPA Pharma Inc. Common Stock,$1.11,-0.09,-7.50%,13385533,United States,2019,105770,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -93.13,-94.24,-8490.09%
ITP,IT Tech Packaging Inc. Common Stock,$0.3211,-0.0239,-6.928%,3232167,China,,190998,Consumer Discretionary,Containers/Packaging,,1,$ -27.19,-27.5111,-8567.77%
ATHA,Athira Pharma Inc. Common Stock,$0.3278,0.0157,5.03%,12798113,United States,2020,198302,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -27.93,-28.2578,-8620.44%
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,$0.5805,0.0062,1.08%,8672113,China,2021,152901,Consumer Discretionary,Services-Misc. Amusement & Recreation,,0,$ -49.86,-50.4405,-8689.15%
SMTK,SmartKem Inc. Common Stock,$2.28,0.04,1.786%,4059476,United Kingdom,,6377,Technology,Semiconductors,,0,$ -198.13,-200.41,-8789.91%
SNSE,Sensei Biotherapeutics Inc. Common Stock,$0.4251,-0.0009,-0.211%,10691851,United States,2021,50554,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -37.19,-37.6151,-8848.53%
THAR,Tharimmune Inc. Common Stock,$1.43,-0.1,-6.536%,2125033,United States,2022,19182,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -125.56,-126.99,-8880.42%
EVAX,Evaxion Biotech A/S American Depositary Share,$1.91,0.08,4.372%,11969153,Denmark,2021,73079,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -168.99,-170.9,-8947.64%
ADIL,Adial Pharmaceuticals Inc Common Stock,$0.6338,-0.0862,-11.972%,4166974,United States,2018,208552,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -56.25,-56.8838,-8975.04%
FBRX,Forte Biosciences Inc. Common Stock,$5.71,-0.2,-3.384%,8347643,United States,2017,16310,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -510.00,-515.71,-9031.70%
BLRX,BioLineRx Ltd. American Depositary Shares,$3.15,0,0.00%,11209284,Israel,,32093,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -282.81,-285.96,-9078.10%
FOXO,FOXO Technologies Inc. Class A Common Stock,$0.156,0.0024,1.563%,2726346,,2022,1759497,Finance,Life Insurance,,0,$ -14.13,-14.286,-9157.69%
ENSC,Ensysce Biosciences Inc. Common Stock,$4.60,-0.23,-4.762%,6002696,United States,,12525,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -418.75,-423.35,-9203.26%
PPBT,Purple Biotech Ltd. American Depositary Shares,$2.65,-0.065,-2.394%,3746562,Israel,2015,10546,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -245.63,-248.28,-9369.06%
EVOK,Evoke Pharma Inc. Common Stock,$3.70,-0.0561,-1.494%,5498233,United States,2013,7175,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -344.69,-348.39,-9415.95%
KAVL,Kaival Brands Innovations Group Inc. Common Stock,$0.619,-0.0694,-10.081%,7144685,United States,,220795,Consumer Discretionary,Other Consumer Services,,0,$ -57.81,-58.429,-9439.26%
CHGG,Chegg Inc. Common Stock,$0.7719,-0.0281,-3.513%,81133742,United States,2013,4006885,Real Estate,Other Consumer Services,,1,$ -72.81,-73.5819,-9532.57%
HSCS,HeartSciences Inc. Common Stock,$2.92,0.14,5.036%,2862537,United States,2022,10866,Health Care,Industrial Specialties,,0,$ -277.39,-280.31,-9599.66%
SLNH,Soluna Holdings Inc. Common Stock,$0.9201,-0.0187,-1.992%,7703805,United States,,394926,Technology,EDP Services,,1,$ -87.48,-88.4001,-9607.66%
SBEV,Splash Beverage Group Inc. (NV) Common Stock,$0.138,-0.0015,-1.075%,8516120,,2021,515805,Consumer Staples,Beverages (Production/Distribution),,1,$ -13.13,-13.268,-9614.49%
KSCP,Knightscope Inc. Class A Common Stock,$4.60,-0.1,-2.128%,17564870,United States,2022,163213,Telecommunications,Telecommunications Equipment,,0,$ -437.81,-442.41,-9617.61%
GTBP,GT Biopharma Inc. Common Stock,$2.48,-0.01,-0.402%,5541133,United States,,41254,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -236.13,-238.61,-9621.37%
POAI,Predictive Oncology Inc. Common Stock,$1.07,0,0.00%,7133683,United States,,116586,Health Care,Industrial Specialties,,1,$ -101.88,-102.95,-9621.50%
AKTX,Akari Therapeutics plc ADS,$0.899,-0.001,-0.111%,22257944,United Kingdom,,17804,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -85.63,-86.529,-9625.03%
KNW,Know Labs Inc. Common Stock,$2.30,0.38,19.792%,248625253,,,111569,Industrials,Industrial Machinery/Components,,1,$ -221.38,-223.68,-9725.22%
SANW,S&W Seed Company Common Stock (NV),$7.54,-0.03,-0.396%,16174295,United States,,2746,Consumer Staples,Farming/Seeds/Milling,,1,$ -727.64,-735.18,-9750.40%
TSBX,Turnstone Biologics Corp. Common Stock,$0.3872,0.0275,7.645%,8955337,United States,2023,382062,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,0,$ -37.39,-37.7772,-9756.51%
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,$2.8807,0.2207,8.297%,16171328,China,2007,11827,Consumer Discretionary,Homebuilding,,1,$ -282.79,-285.6707,-9916.71%
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,$0.4201,-0.0214,-4.847%,1712566,United States,2022,108374,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -41.89,-42.3101,-10071.44%
SMSI,Smith Micro Software Inc. Common Stock,$1.075,-0.065,-5.702%,19066961,United States,1995,1541711,Technology,Computer Software: Prepackaged Software,,1,$ -107.52,-108.595,-10101.86%
LTRY,Lottery.com Inc. Common Stock,$1.09,0,0.00%,11593615,United States,2023,360071,Technology,Computer Software: Prepackaged Software,,0,$ -109.52,-110.61,-10147.71%
RVYL,Ryvyl Inc. Common Stock,$0.878,0.047,5.656%,6492966,United States,,7343,Consumer Discretionary,Professional Services,,1,$ -88.40,-89.278,-10168.34%
MTVA,MetaVia Inc. Common Stock,$1.46,-0.02,-1.351%,12579375,United States,2016,11580,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -149.06,-150.52,-10309.59%
BOLD,Boundless Bio Inc. Common Stock,$1.60,-0.03,-1.84%,35680069,United States,2024,139117,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -165.38,-166.98,-10436.25%
BLUE,bluebird bio Inc. Common Stock,$3.96,0.02,0.508%,38499979,United States,2013,309684,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -409.81,-413.77,-10448.74%
SNGX,Soligenix Inc. Common Stock,$2.257,-0.003,-0.133%,5663939,United States,,17517,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -235.00,-237.257,-10512.05%
XWEL,XWELL Inc. Common Stock,$0.902,-0.075,-7.677%,4740934,United States,,25125,Consumer Discretionary,Other Consumer Services,,1,$ -94.38,-95.282,-10563.41%
FTFT,Future FinTech Group Inc. Common Stock,$0.2163,-0.0009,-0.414%,4487690,China,,988284,Consumer Discretionary,Business Services,,1,$ -22.78,-22.9963,-10631.67%
BTTR,Better Choice Company Inc. Common Stock,$1.58,-0.055,-3.364%,3054360,,2021,107395,Consumer Staples,Beverages (Production/Distribution),,0,$ -169.19,-170.77,-10808.23%
PAVM,PAVmed Inc. Common Stock,$0.63,-0.03,-4.545%,6973197,United States,2016,204152,Health Care,Medical/Dental Instruments,,0,$ -67.51,-68.14,-10815.87%
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,$0.23,-0.0362,-13.599%,7647896,,2021,628203,Real Estate,Other Consumer Services,,0,$ -25.04,-25.27,-10986.96%
CMLS,Cumulus Media Inc. Class A Common Stock,$0.4301,-0.0429,-9.07%,7410527,United States,,59928,Consumer Discretionary,Broadcasting,,1,$ -46.97,-47.4001,-11020.72%
YJ,Yunji Inc. American Depository Shares,$1.75,0.04,2.339%,8602906,China,2019,9331,Consumer Discretionary,Other Specialty Stores,,0,$ -191.62,-193.37,-11049.71%
RKDA,Arcadia Biosciences Inc. Common Stock,$3.25,0.0172,0.532%,4436055,United States,2015,4646,Consumer Staples,Farming/Seeds/Milling,,1,$ -356.56,-359.81,-11071.08%
AEMD,Aethlon Medical Inc. Common Stock,$0.45,0.0376,9.117%,6505693,United States,,108695,Health Care,Medical/Dental Instruments,,1,$ -49.38,-49.83,-11073.33%
ALZN,Alzamend Neuro Inc. Common Stock,$0.698,-0.0107,-1.51%,3792092,United States,2021,121324,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -77.21,-77.908,-11161.60%
CTXR,Citius Pharmaceuticals Inc. Common Stock,$1.61,0.03,1.899%,13835427,United States,,48635,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -180.31,-181.92,-11299.38%
NITO,N2OFF Inc. Common Stock,$0.302,0.012,4.138%,3445288,Israel,,411728,Industrials,Agricultural Chemicals,,1,$ -34.38,-34.682,-11484.11%
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,$0.0405,0.007,20.896%,2365130,China,2019,410246980,Consumer Discretionary,Recreational Games/Products/Toys,,0,$ -4.62,-4.6605,-11507.41%
VVPR,VivoPower International PLC Ordinary Shares,$0.6477,-0.0123,-1.864%,2875615,United Kingdom,,184621,Utilities,Power Generation,,0,$ -74.55,-75.1977,-11609.96%
GLTO,Galecto Inc. Common Stock,$4.01,-0.03,-0.743%,5281126,Denmark,2020,41388,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -461.69,-465.7,-11613.47%
BQ,Boqii Holding Limited American Depositary Shares (each representing one hundred fifty (150) Class A Ordinary Shares),$2.17,-0.29,-11.789%,2325220,,,47962,Consumer Discretionary,Other Specialty Stores,,0,$ -252.50,-254.67,-11735.94%
ALUR,Allurion Technologies Inc. Common Stock,$2.35,0.17,7.798%,6371468,United States,,67191,Health Care,Medical/Dental Instruments,,0,$ -276.05,-278.4,-11846.81%
AIM,AIM ImmunoTech Inc. Common Stock,$0.125,-0.001,-0.794%,7963306,United States,1997,1462064,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -14.69,-14.815,-11852.00%
MTNB,Matinas Biopharma Holdings Inc. Common Stock,$0.5338,-0.0104,-1.911%,2715433,United States,2017,93810,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -62.96,-63.4938,-11894.68%
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,$4.59,0.19,4.318%,5969203,Canada,,45408,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -541.61,-546.2,-11899.78%
OTLK,Outlook Therapeutics Inc. Common Stock,$1.50,0.09,6.383%,48025769,United States,2016,256891,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,1,$ -177.81,-179.31,-11954.00%
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$0.138,0.008,6.154%,3636968,Hong Kong,2018,12840366,Technology,EDP Services,,0,$ -16.62,-16.758,-12143.48%
AWH,Aspira Women's Health Inc. Common Stock,$0.175,-0.023,-11.616%,2916770,United States,,192674582,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,1,$ -21.11,-21.285,-12162.86%
RLMD,Relmada Therapeutics Inc. Common Stock,$0.2689,-0.0031,-1.14%,8113843,United States,,278182,Health Care,Biotechnology: Pharmaceutical Preparations,,1,$ -33.35,-33.6189,-12502.38%
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,$1.64,0.02,1.235%,3214758,United States,2023,10481,Consumer Discretionary,Motor Vehicles,,0,$ -207.15,-208.79,-12731.10%
AYRO,AYRO Inc. Common Stock,$0.51,-0.01,-1.923%,3474192,United States,,24511,Consumer Discretionary,Telecommunications Equipment,,0,$ -64.51,-65.02,-12749.02%
WORX,SCWorx Corp. Common Stock,$0.75,-0.0579,-7.167%,1220225,United States,2016,48247,Consumer Discretionary,Services-Misc. Amusement & Recreation,,0,$ -96.25,-97,-12933.33%
VERB,Verb Technology Company Inc. Common Stock,$5.14,0.175,3.525%,5104385,United States,,8677,Consumer Discretionary,Other Consumer Services,,0,$ -660.93,-666.07,-12958.56%
NRXP,NRX Pharmaceuticals Inc. Common Stock,$2.12,0.05,2.415%,25639479,United States,2017,99494,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -275.31,-277.43,-13086.32%
RENT,Rent the Runway Inc. Class A Common Stock,$3.83,0.03,0.789%,14868883,United States,2021,35560,Consumer Discretionary,Other Specialty Stores,,0,$ -508.15,-511.98,-13367.62%
ATNF,180 Life Sciences Corp. Common Stock,$1.13,0,0.00%,2234009,United States,2017,46183,Health Care,Biotechnology: Pharmaceutical Preparations,,0,$ -150.94,-152.07,-13457.52%
BKYI,BIO-key International Inc. Common Stock,$1.22,0.12,10.909%,3815000,United States,,1459932,Technology,Computer Software: Prepackaged Software,,1,$ -163.08,-164.3,-13467.21%
